"ID","Nom","Synonymes_existants","Code","Bdd","Comment_les_eviter_?","Qu'est-ce_que_j'en_fais_?","Que_va-t-il_devenir_?","nom_eco_organisme","filieres_REP"
"204","Lingette nettoyante",,"ADEME_BEAUTEETHYGIENE","ademe","Selon l'usage de la lingette, il peut s'avérer à la fois écologique et économique de la remplacer par des produits traditionnels (gants de toilettes, serpillères, chiffons humidifiés...). Dans le cas des lingettes cosmétiques, veillez à choisir des produits portant un logo environnemental qui atteste que le produit intègre des composants naturels et issus de l'agriculture biologique. Certains garantissent également une gestion optimisée des déchets lors de la production.","Jetez-la dans la poubelle des ordures ménagères. Les produits imprégnant les lingettes rendent leur recyclage impossible.<br /><br />Attention : en aucun cas une lingette ne doit être jetée dans la poubelle jaune ou dans le compost ou dans les toilettes, vous risqueriez de les boucher ou d'obstruer les réseaux publics d'assainissement.<br /><br />","Jetée à la poubelle, elle suit l'une des filières d'élimination des ordures ménagères : elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie en installation de stockage de déchets.",,
"207","Litière d'animal domestique",,"ADEME_ANIMAUX","ademe",,"Jetez-la dans la poubelle des ordures ménagères.","Jetée à la poubelle, la litière suit l'une des filières d'élimination des ordures ménagères : elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie en installation de stockage de déchets.",,
"209","Lunette de WC",,"ADEME_MEUBLE","sinoe",,"Faites-la enlever par les services de votre collectivité chargés des encombrants ou déposez-la en déchèterie.","Déposée en déchèterie ou enlevée par les encombrants, elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie dans des installations de stockage de déchets. Les lunettes en bois et certaines en plastiques (PVC) peuvent toutefois faire l'objet d'un recyclage.",,
"214","Marteau",,"ADEME_OUTIL","ademe",,"S'il est encore en bon état, remettez-le à une structure de réemploi ou revendez-le.<br /><br />Sinon, jetez-le dans la poubelle des ordures ménagères.","Remis à une structure de réemploi ou revendu comme pièce d'occasion, votre marteau poursuit une seconde vie. Jeté aux ordures ménagère, il sera incinéré (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfoui en installation de stockage de déchets. Après l'incinération, le métal fondu issu de la tête du marteau sera fréquemment récupéré par aimantation.",,
"215","Mastic",,"ADEME_DDS","sinoe","Achetez ce produit seulement si vous en avez vraiment l'usage et vérifiez qu'il n'existe pas un produit équivalent moins nocif. N'achetez que la quantité nécessaire. Lisez bien la notice d'utilisation et ne dépassez pas la dose préconisée. Enfin, veuillez à bien utiliser le produit jusqu'au bout.","Qu'il soit vide ou non, apportez-le dans une déchèterie acceptant les déchets ménagers spéciaux et dangereux.","Une fois convenablement conditionné, le mastic est envoyé vers un incinérateur de déchets dangereux avec le plus souvent récupération de chaleur pour produire de l'énergie (chauffage, électricité). Il peut également servir de combustible pour les cimenteries. Le métal de emballages est recyclé.",,
"216","Matelas (en mousse, à ressorts...)",,"ADEME_MEUBLE","sinoe",,"S'il est encore en bon état, remettez-le à une structure de réemploi.<br /><br />S'il n'est plus utilisable, rapportez-le à un point de collecte. Les points de collecte sont installés chez les distributeurs volontaires, dans certaines déchèteries et lors d'évènements ponctuels organisés pendant les foires, fêtes, marchés... ou dans des quartiers d'habitation très fréquentés.<br /><br />Dans le cadre de l'achat d'un matelas neuf, les distributeurs et installateurs volontaires peuvent reprendre votre ancien matelas.<br /><br />Sinon, faites-le enlever par les services de votre collectivité chargés des encombrants ou rapportez-le en déchèterie.","S'il n'est pas trop abimé, votre élément de mobilier remis à une structure de réemploi ou déposé en point de collecte agréé, poursuit une seconde vie après avoir été remis en état. S'il est trop endommagé, il est démantelé et ses différents composants recyclables récupérés (bois, métaux et plastiques). Les substances non-récupérables sont valorisés énergétiquement ou éliminer lorsque la valorisation n'est pas possible,",,
"218","Matériaux d'isolation","Chanvre / Polystyrène","ADEME_BTP","sinoe",,"Faites enlever ces déchets par l'entrepreneur qui réalise vos travaux de rénovation. Il les évacuera vers des plateformes dédiées (en contrepartie d'une rémunération fixée lors du devis initial ou en fonction de la quantité évacuée).<br /><br />Déposez-les en déchèterie si vous réalisez des travaux vous-même et que la quantité de déchets à éliminer est limitée. Si les quantités sont trop importantes, faîtes appel à une entreprise spécialisée.","Les matériaux d'isolation déposés en plate-forme de tri ou en déchèterie suivent une filière différente en fonction de leur nature : - les laines de verres et de roche sont éliminées en installation de stockage de déchets non-dangereux - les mousses isolantes et le polystyrène expansé sont incinérés (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou éliminés en installation de stockage de déchets non-dangereux.",,
"217","Matériaux de construction","Brique / Tuile","ADEME_BTP","sinoe",,"Faites enlever ces déchets par l'entrepreneur qui réalise vos travaux de rénovation. Il les évacuera vers des plateformes dédiées (en contrepartie d'une rémunération fixée lors du devis initial ou en fonction de la quantité évacuée).<br /><br />Déposez-les en déchèterie si vous réalisez des travaux vous-même et que la quantité de déchets à éliminer est limitée. Si les quantités sont trop importantes, faîtes appel à une entreprise spécialisée.","Selon leur composition, ces matériaux suivent des filières différentes : - les déchets inertes peuvent être en grande partie valorisés comme matériaux de Travaux Publics (remblais, routes...) ou dans le cadre de réaménagement de carrière. A défaut, ils sont enfouis en installation de stockage de déchets inertes ; - les déchets non-dangereux sont incinérés ou enfouis en installations de stockage dédiées, - les déchets dangereux sont incinérés ou enfouis dans des centres de stockage spécialisés.",,
"221","Mauvaises herbes",,"ADEME_BIODECHETS","sinoe","Certains déchets peuvent être valorisés par compostage (tontes de gazon, feuilles, fleurs fanées, mauvaises herbes, résidus alimentaires ...). Faire votre compost vous permettra d'obtenir un amendement naturel pour votre jardin ou vos plantes en pots.","Compostez-les à domicile ou jetez-les dans un bac de compostage partagé, si cette dernière solution a été mise en place à proximité de votre domicile.<br /><br />Vous pouvez aussi les déposer en déchèterie dans la benne de collecte des déchets verts ou à les faire enlever par les services de votre collectivité qui collectent les biodéchets. S'il existe un traitement biologique des ordures ménagères résiduelles dans votre collectivité, la consigne peut être de mettre ses biodéchets dans la poubelle.<br /><br />Sinon, jetez-les dans la poubelle des ordures ménagères.","Le compost, utilisé comme amendement biologique, contribue à améliorer la structure et la fertilité du sol. Jetées à la poubelle, les mauvaises herbes suivent l'une des filières d'élimination des ordures ménagères : elles sont incinérées (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouies en installation de stockage de déchets.",,
"224","Mercure",,"ADEME_MERCURE","sinoe",,"Déposez-le en déchèterie dans un récipient fermé.","Le mercure (après distillation et affinage sous forme de métal purifié liquide), est revendu aux producteurs de mercure pour des utilisations diverses dans l'industrie chimique.",,
"227","Miroir (glace)",,"ADEME_MEUBLE","sinoe",,"S'il est encore en bon état, remettez-le à une structure de réemploi.<br /><br />Sinon, apportez-le en déchèterie.","Remis à une structure de réemploi, votre miroir poursuit une seconde vie. Déposé en déchèterie, il sera enfoui en installation de stockage de déchets inertes.",,
"230","Montre mécanique",,"ADEME_OBJET","ademe","Faites durer autant que possible votre équipement.","Si elle est encore en bon état, remettez-la à une structure de réemploi ou revendez-la.<br /><br />Sinon, jetez-la dans la poubelle des ordures ménagères.","Remise à une structure de réemploi ou revendue, votre montre poursuit une seconde vie. Jetée à la poubelle, elle suit l'une des filières d'élimination des ordures ménagères : elle est incinérée (avec le plus souvent récupération de chaleur pour produire de l'énergie) ou enfouie en installation de stockage de déchets.",,
"231","Moquette",,"ADEME_BTP","sinoe",,"Faites enlever votre moquette par l'entrepreneur qui réalise vos travaux de rénovation. Il l'évacuera vers des plateformes dédiées (en contrepartie d'une rémunération fixée lors du devis initial ou en fonction de la quantité évacuée).<br /><br />Déposez-la en déchèterie si vous réalisez des travaux vous-même.","La moquette déposée en déchèterie ou en plate-forme de tri suit la filière des ordures ménagères. Elle sera plutôt éliminée en installations de stockage des déchets non-dangereux qu'incinérée (avec le plus souvent récupération de chaleur).",,
"232","Morceaux de bois",,"ADEME_BOIS","sinoe","Pour le bois de construction, choisir une taille de matériaux à votre besoin vous permet de minimiser les chutes et ainsi la quantité de déchets produits pendant vos travaux.","Utilisez-les comme bois de chauffage si les morceaux de bois ne sont pas traités ou souillés. Déposez-les à la déchèterie ou faites-les enlever par le service de votre collectivité chargé des encombrants ou des déchets verts.<br /><br />Si vous en avez une très faible quantité, non traités et non souillés, vous pouvez les jeter dans la poubelle des ordures ménagères.<br /><br />Traités ou souillés, apportez-les en déchèterie.","Les morceaux de bois, selon leur quantité et leur nature (propres, traités et/ou souillés), peuvent suivre un nombre important de filières d'élimination : - compostage ou méthanisation, - incinération (avec récupération de chaleur pour produire de l'énergie), - incinération (sans récupération de chaleur), - enfouissement en installation de stockage de déchets non-dangereux ou dangereux.",,
